Hour	Day	Month	Year	Tmean(C)	Prcp(mm)	Et0(mm)	RH
7	19	3	2022	17.4	0.0	0.0028	98.775
8	19	3	2022	18.0425	0.0	0.0351	98.175
9	19	3	2022	19.045	0.254	0.0479	95.75
10	19	3	2022	19.395	0.0	0.0622	96.075
11	19	3	2022	17.0	7.62	0.0264	97.175
12	19	3	2022	16.6275	0.254	0.1916	93.05
13	19	3	2022	17.9075	0.0	0.1777	91.6
14	19	3	2022	19.22	0.0	0.2469	82.325
15	19	3	2022	19.8375	0.254	0.2321	77.5625
16	19	3	2022	20.475	0.0	0.2355	75.03
17	19	3	2022	20.4025	0.0	0.1436	75.2125
18	19	3	2022	19.3175	0.0	0.0338	77.8875
19	19	3	2022	18.4775	0.0	0.0135	82.6
20	19	3	2022	17.9025	0.0	0.0225	74.22
21	19	3	2022	16.7525	0.0	0.0342	60.0475
22	19	3	2022	15.2975	0.0	0.0206	63.225
23	19	3	2022	13.89	0.0	0.009	69.7425
0	20	3	2022	13.9425	0.0	0.0346	64.9325
1	20	3	2022	12.91	0.0	0.0251	68.375
2	20	3	2022	11.9875	0.0	0.0254	71.76
3	20	3	2022	11.445	0.0	0.0236	72.205
4	20	3	2022	10.47	0.0	0.0154	73.4
5	20	3	2022	9.385	0.0	0.0117	75.625
6	20	3	2022	8.71	0.0	0.0093	76.3575
7	20	3	2022	8.615	0.0	0.0564	75.94
8	20	3	2022	11.115	0.0	0.1963	64.685
9	20	3	2022	14.07	0.0	0.3762	46.5725
10	20	3	2022	16.2275	0.0	0.5718	35.5975
11	20	3	2022	18.05	0.0	0.7298	28.8075
12	20	3	2022	19.475	0.0	0.7672	28.2625
13	20	3	2022	20.57	0.0	0.7919	26.56
14	20	3	2022	21.3075	0.0	0.7836	25.46
15	20	3	2022	21.7425	0.0	0.6732	25.0925
16	20	3	2022	22.2025	0.0	0.557	23.5675
17	20	3	2022	22.2575	0.0	0.3571	24.5025
18	20	3	2022	20.93	0.0	0.0872	28.8075
19	20	3	2022	16.7675	0.0	0.0	48.4525
20	20	3	2022	13.055	0.0	0.0	75.6275
21	20	3	2022	11.3075	0.0	0.0	83.025
22	20	3	2022	10.035	0.0	0.0	82.925
23	20	3	2022	9.0825	0.0	0.0	89.65
0	21	3	2022	8.2022	0.0	0.0	95.425
1	21	3	2022	7.1915	0.0	0.0	99.325
2	21	3	2022	6.7935	0.0	0.0	99.95
3	21	3	2022	6.2142	0.0	0.0	99.975
4	21	3	2022	5.9622	0.0	0.0	100.0
5	21	3	2022	5.377	0.0	0.0	100.0
6	21	3	2022	4.9018	0.0	0.0	100.0
7	21	3	2022	5.274	0.0	0.0284	99.8
8	21	3	2022	9.3695	0.0	0.1507	80.715
9	21	3	2022	14.525	0.0	0.3314	55.7625
10	21	3	2022	19.205	0.0	0.5359	35.24
11	21	3	2022	21.4625	0.0	0.715	24.29
12	21	3	2022	22.365	0.0	0.7496	22.375
13	21	3	2022	23.145	0.0	0.7562	21.375
14	21	3	2022	23.63	0.0	0.7191	21.725
15	21	3	2022	24.155	0.0	0.6294	21.645
16	21	3	2022	24.4	0.0	0.4929	22.145
17	21	3	2022	23.8125	0.0	0.3458	23.92
18	21	3	2022	22.57	0.0	0.0901	26.3125
19	21	3	2022	18.6925	0.0	0.0	39.1475
20	21	3	2022	15.5175	0.0	0.0021	54.2825
21	21	3	2022	14.09	0.0	0.0	63.2325
22	21	3	2022	15.6375	0.0	0.0126	54.6925
23	21	3	2022	16.825	0.0	0.034	58.2675
0	22	3	2022	16.36	0.0	0.0239	63.69
1	22	3	2022	15.9	0.0	0.0183	67.8325
2	22	3	2022	15.235	0.0	0.0084	71.8725
3	22	3	2022	14.5975	0.0	0.0	75.6275
4	22	3	2022	13.97	0.0	0.0	79.6525
5	22	3	2022	13.3975	0.0	0.0	83.225
6	22	3	2022	12.68	0.0	0.0	87.425
7	22	3	2022	12.9275	0.0	0.0567	87.95
8	22	3	2022	15.9575	0.0	0.183	76.24
9	22	3	2022	19.335	0.0	0.3721	64.69
10	22	3	2022	21.145	0.0	0.4937	58.235
11	22	3	2022	22.6775	0.0	0.5962	51.885
12	22	3	2022	24.03	0.0	0.6688	48.3475
13	22	3	2022	24.355	0.0	0.5996	48.09
14	22	3	2022	25.0525	0.0	0.6315	45.8575
15	22	3	2022	25.51	0.0	0.5863	44.3325
16	22	3	2022	25.3575	0.0	0.4998	43.4975
17	22	3	2022	25.235	0.0	0.3618	41.34
18	22	3	2022	23.895	0.0	0.0701	45.4825
19	22	3	2022	22.4775	0.0	0.0	53.7775
20	22	3	2022	21.725	0.0	0.0	60.375
21	22	3	2022	21.08	0.0	0.0	67.3775
22	22	3	2022	20.36	0.0	0.0	72.8975
23	22	3	2022	20.49	0.0	0.0003	73.5125
0	23	3	2022	20.8025	0.0	0.0095	75.9625
1	23	3	2022	19.7825	0.0	0.0076	78.3475
2	23	3	2022	20.015	0.0	0.0079	77.69
3	23	3	2022	21.0475	0.0	0.0182	80.175
4	23	3	2022	20.9825	0.0	0.0086	81.875
5	23	3	2022	19.7725	5.588	0.0	90.85
6	23	3	2022	19.1075	1.524	0.0	96.0
7	23	3	2022	19.6525	0.0	0.0256	95.75
8	23	3	2022	20.8375	0.0	0.0438	91.75
9	23	3	2022	21.3275	0.0	0.0782	88.175
10	23	3	2022	21.725	0.254	0.1092	88.0
11	23	3	2022	22.555	0.0	0.2745	81.2325
12	23	3	2022	23.0975	0.0	0.3453	79.9175
13	23	3	2022	23.3075	0.0	0.2623	79.295
14	23	3	2022	23.51	0.0	0.2922	79.1875
15	23	3	2022	23.9875	0.0	0.2872	75.85
16	23	3	2022	23.715	0.0	0.1955	76.725
17	23	3	2022	23.1575	0.0	0.1476	79.085
18	23	3	2022	22.045	0.0	0.0135	85.175
19	23	3	2022	21.2175	0.0	0.0	89.275
20	23	3	2022	20.635	0.0	0.0	91.05
21	23	3	2022	20.0025	0.0	0.0063	85.725
22	23	3	2022	19.4025	0.0	0.0155	82.475
23	23	3	2022	18.9975	0.0	0.0118	86.05
0	24	3	2022	18.31	0.0	0.0028	88.05
1	24	3	2022	17.78	0.0	0.0005	90.125
2	24	3	2022	17.2625	0.0	0.0062	85.65
3	24	3	2022	16.565	0.0	0.0119	82.275
4	24	3	2022	15.95	0.0	0.0	86.85
5	24	3	2022	15.435	0.0	0.0	89.0
6	24	3	2022	14.895	0.0	0.0	92.175
7	24	3	2022	14.44	0.0	0.0111	95.425
8	24	3	2022	14.9	0.0	0.055	92.375
9	24	3	2022	15.6875	0.0	0.1448	81.075
10	24	3	2022	16.015	0.0	0.2439	70.625
11	24	3	2022	16.2075	0.0	0.3407	60.245
12	24	3	2022	17.02	0.0	0.3996	49.7925
13	24	3	2022	17.96	0.0	0.4249	45.1175
14	24	3	2022	18.87	0.0	0.4979	44.0175
15	24	3	2022	19.1025	0.0	0.4279	40.75
16	24	3	2022	17.61	0.0	0.0951	43.655
17	24	3	2022	16.225	0.0	0.0447	53.1275
18	24	3	2022	15.29	0.0	0.0069	69.6625
19	24	3	2022	14.96	0.0	0.0248	61.895
20	24	3	2022	13.8575	0.0	0.0	68.6775
21	24	3	2022	13.66	0.0	0.0064	69.375
22	24	3	2022	12.69	0.0	0.0	75.23
23	24	3	2022	11.45	0.0	0.0	76.455
0	25	3	2022	10.165	0.0	0.0	83.9
1	25	3	2022	8.595	0.0	0.0	91.7
2	25	3	2022	7.7752	0.0	0.0	96.275
3	25	3	2022	7.5912	0.0	0.0	97.55
4	25	3	2022	8.0725	0.0	0.0	94.775
5	25	3	2022	8.805	0.0	0.0	90.825
6	25	3	2022	9.0175	0.0	0.0	91.125
7	25	3	2022	10.3725	0.0	0.0584	86.825
8	25	3	2022	13.5825	0.0	0.1911	76.8925
9	25	3	2022	16.0125	0.0	0.3514	67.58
10	25	3	2022	17.38	0.0	0.517	54.245
11	25	3	2022	18.735	0.0	0.6549	39.675
12	25	3	2022	19.66	0.0	0.7508	35.6275
13	25	3	2022	20.125	0.0	0.7806	32.9925
14	25	3	2022	20.43	0.0	0.7598	31.0175
15	25	3	2022	20.77	0.0	0.7193	29.62
16	25	3	2022	20.7375	0.0	0.6142	29.525
17	25	3	2022	20.325	0.0	0.4981	30.0225
18	25	3	2022	19.3925	0.0	0.1242	32.895
19	25	3	2022	16.8575	0.0	0.029	41.84
20	25	3	2022	14.215	0.0	0.0	55.1025
21	25	3	2022	11.4075	0.0	0.0	74.695
22	25	3	2022	10.0675	0.0	0.0	85.825
23	25	3	2022	9.4225	0.0	0.0	91.6
0	26	3	2022	9.0975	0.0	0.0	90.825
1	26	3	2022	10.5575	0.0	0.001	73.25
2	26	3	2022	10.835	0.0	0.0012	69.58
3	26	3	2022	10.0	0.0	0.0	74.295
4	26	3	2022	8.3442	0.0	0.0	81.9575
5	26	3	2022	7.1015	0.0	0.0	92.675
6	26	3	2022	7.0998	0.0	0.0	91.35
7	26	3	2022	9.1955	0.0	0.061	80.99
8	26	3	2022	12.38	0.0	0.2076	68.695
9	26	3	2022	14.9325	0.0	0.3782	56.065
10	26	3	2022	16.9025	0.0	0.5409	43.955
11	26	3	2022	18.2725	0.0	0.6757	38.715
12	26	3	2022	19.67	0.0	0.7822	33.4675
13	26	3	2022	20.72	0.0	0.8371	29.825
14	26	3	2022	21.5325	0.0	0.8658	27.3875
15	26	3	2022	21.885	0.0	0.8499	25.1
16	26	3	2022	21.815	0.0	0.812	20.2175
17	26	3	2022	21.3025	0.0	0.6399	19.8225
18	26	3	2022	20.255	0.0	0.1781	18.345
19	26	3	2022	18.8475	0.0	0.1303	19.485
20	26	3	2022	16.6325	0.0	0.0624	25.445
21	26	3	2022	14.68	0.0	0.0402	32.575
22	26	3	2022	14.2925	0.0	0.056	31.5275
23	26	3	2022	13.835	0.0	0.0561	31.95
0	27	3	2022	14.005	0.0	0.0547	31.2075
1	27	3	2022	12.645	0.0	0.0332	36.13
2	27	3	2022	11.9825	0.0	0.0205	37.5425
3	27	3	2022	11.325	0.0	0.0236	41.005
4	27	3	2022	9.4325	0.0	0.0	50.6075
5	27	3	2022	7.0472	0.0	0.0	71.05
6	27	3	2022	5.4953	0.0	0.0	83.8
7	27	3	2022	6.5848	0.0	0.0462	79.7375
8	27	3	2022	11.485	0.0	0.1893	57.115
9	27	3	2022	14.91	0.0	0.3624	40.6025
10	27	3	2022	17.3075	0.0	0.5134	32.6475
11	27	3	2022	19.5525	0.0	0.6826	25.4575
12	27	3	2022	21.2525	0.0	0.784	22.58
13	27	3	2022	22.355	0.0	0.7876	21.715
14	27	3	2022	23.295	0.0	0.7657	21.6125
15	27	3	2022	23.815	0.0	0.7391	23.1
16	27	3	2022	24.0425	0.0	0.6869	24.2825
17	27	3	2022	23.9675	0.0	0.5396	24.7375
18	27	3	2022	22.9125	0.0	0.1157	29.1475
19	27	3	2022	19.9025	0.0	0.0284	35.72
20	27	3	2022	17.05	0.0	0.0	46.8975
21	27	3	2022	14.2975	0.0	0.0	58.7475
22	27	3	2022	13.5225	0.0	0.0	62.0275
23	27	3	2022	11.5725	0.0	0.0	76.6225
0	28	3	2022	10.3825	0.0	0.0	81.9075
1	28	3	2022	9.33	0.0	0.0	87.425
2	28	3	2022	8.9	0.0	0.0	87.25
3	28	3	2022	8.275	0.0	0.0	93.0
4	28	3	2022	7.9212	0.0	0.0	95.25
5	28	3	2022	7.2872	0.0	0.0	95.65
6	28	3	2022	6.993	0.0	0.0	96.725
7	28	3	2022	8.2945	0.0	0.0423	95.375
8	28	3	2022	12.76	0.0	0.1943	67.8725
9	28	3	2022	15.8325	0.0	0.4188	35.995
10	28	3	2022	18.2475	0.0	0.4775	30.265
11	28	3	2022	20.35	0.0	0.5685	29.63
12	28	3	2022	21.4425	0.0	0.655	31.2725
13	28	3	2022	23.375	0.0	0.6667	32.4875
14	28	3	2022	24.7875	0.0	0.7417	34.3475
15	28	3	2022	25.4575	0.0	0.7154	32.7525
16	28	3	2022	26.495	0.0	0.6553	28.655
17	28	3	2022	26.7575	0.0	0.4558	28.4475
18	28	3	2022	25.685	0.0	0.0869	33.1
19	28	3	2022	20.685	0.0	0.0	50.725
20	28	3	2022	17.27	0.0	0.0	63.4125
21	28	3	2022	16.2475	0.0	0.0	72.0275
22	28	3	2022	17.86	0.0	0.0	68.775
23	28	3	2022	16.835	0.0	0.0	77.76
0	29	3	2022	16.0275	0.0	0.0	83.175
1	29	3	2022	13.325	0.0	0.0	94.175
2	29	3	2022	12.66	0.0	0.0	96.9
3	29	3	2022	11.6825	0.0	0.0	99.45
4	29	3	2022	10.8575	0.0	0.0	99.85
5	29	3	2022	11.3225	0.0	0.0	100.0
6	29	3	2022	14.285	0.0	0.0	100.0
7	29	3	2022	15.5375	0.0	0.008	100.0
8	29	3	2022	16.495	0.0	0.1137	99.1
9	29	3	2022	18.46	0.0	0.1862	80.09
10	29	3	2022	18.56	0.0	0.196	85.6
11	29	3	2022	20.1275	0.0	0.2985	75.5375
12	29	3	2022	21.015	0.0	0.5853	73.1425
13	29	3	2022	22.8975	0.0	0.689	66.3925
14	29	3	2022	25.195	0.0	0.6996	57.1625
15	29	3	2022	26.77	0.0	0.6611	41.0275
16	29	3	2022	27.4725	0.0	0.5226	31.215
17	29	3	2022	26.5425	0.0	0.2367	30.8725
18	29	3	2022	26.3025	0.0	0.0	32.8725
19	29	3	2022	21.9625	0.0	0.0	44.11
20	29	3	2022	18.735	0.0	0.0	60.7
21	29	3	2022	19.6725	0.0	0.0	58.235
22	29	3	2022	19.655	0.0	0.0	59.4425
23	29	3	2022	17.375	0.0	0.0	68.585
0	30	3	2022	16.035	0.0	0.0	72.1475
1	30	3	2022	14.47	0.0	0.0	78.1675
2	30	3	2022	15.04	0.0	0.0	71.3025
3	30	3	2022	15.0625	0.0	0.0	75.1875
4	30	3	2022	16.8	0.0	0.0	81.45
5	30	3	2022	17.125	0.0	0.0	82.85
6	30	3	2022	17.235	0.0	0.0	83.275
7	30	3	2022	17.6725	0.0	0.04	79.67
8	30	3	2022	18.49	0.0	0.1204	78.33
9	30	3	2022	20.9025	0.0	0.322	67.4425
10	30	3	2022	22.5475	0.0	0.4441	62.37
11	30	3	2022	24.5475	0.0	0.7049	55.0225
12	30	3	2022	26.0075	0.0	0.7481	41.7275
13	30	3	2022	27.4275	0.0	0.9944	36.1525
14	30	3	2022	28.1925	0.0	1.0172	32.7025
15	30	3	2022	27.6325	0.0	0.8981	36.5425
16	30	3	2022	26.715	0.0	0.7105	42.6475
17	30	3	2022	25.6	0.0	0.5286	45.34
18	30	3	2022	24.3625	0.0	0.1247	50.5675
19	30	3	2022	23.2325	0.0	0.0677	58.71
20	30	3	2022	22.5475	0.0	0.0502	64.83
21	30	3	2022	21.64	0.0	0.0233	70.0475
22	30	3	2022	20.9725	0.0	0.0116	73.91
23	30	3	2022	20.86	0.0	0.0232	76.355
0	31	3	2022	20.89	0.0	0.0279	74.66
1	31	3	2022	21.6	0.0	0.0471	69.42
2	31	3	2022	22.3425	0.0	0.062	67.3575
3	31	3	2022	22.4025	0.0	0.0606	70.035
4	31	3	2022	22.205	0.0	0.0508	74.27
5	31	3	2022	20.4425	3.048	0.0061	91.775
6	31	3	2022	20.415	1.524	0.0	94.625
7	31	3	2022	19.67	16.51	0.0066	96.6
8	31	3	2022	17.2525	9.144	0.0132	99.6
9	31	3	2022	16.8725	3.302	0.0305	99.925
10	31	3	2022	17.365	0.254	0.062	99.85
11	31	3	2022	18.6675	0.0	0.2573	95.475
12	31	3	2022	21.5975	0.0	0.5064	78.73
13	31	3	2022	23.2425	0.0	0.6401	63.0325
14	31	3	2022	24.66	0.0	0.7034	51.2025
15	31	3	2022	25.275	0.0	0.7183	46.7925
16	31	3	2022	25.1475	0.0	0.5822	48.2875
17	31	3	2022	25.06	0.0	0.4673	46.955
18	31	3	2022	24.105	0.0	0.2397	49.8525
19	31	3	2022	21.1725	0.0	0.0035	62.18
20	31	3	2022	20.0	0.0	0.0195	66.1675
21	31	3	2022	20.2	0.0	0.0382	65.6975
22	31	3	2022	18.6125	0.0	0.0014	74.265
23	31	3	2022	17.225	0.0	0.0	79.625
0	1	4	2022	16.6475	0.0	0.0	85.425
1	1	4	2022	16.3125	0.0	0.0	90.375
2	1	4	2022	16.44	0.0	0.0	94.55
3	1	4	2022	15.71	0.0	0.0016	83.84
4	1	4	2022	14.2725	0.0	0.0	73.8175
5	1	4	2022	12.82	0.0	0.0	79.8425
6	1	4	2022	11.1825	0.0	0.0	91.525
7	1	4	2022	11.47	0.0	0.0638	95.8
8	1	4	2022	14.77	0.0	0.1892	72.9725
9	1	4	2022	16.8225	0.0	0.4303	55.6575
10	1	4	2022	18.5425	0.0	0.607	45.3875
11	1	4	2022	19.9	0.0	0.7275	40.89
12	1	4	2022	21.1375	0.0	0.7675	39.505
13	1	4	2022	22.235	0.0	0.8263	35.8275
14	1	4	2022	22.96	0.0	0.801	32.8875
15	1	4	2022	23.4975	0.0	0.7099	32.5925
16	1	4	2022	23.825	0.0	0.5808	32.2625
17	1	4	2022	24.0025	0.0	0.3724	30.6025
18	1	4	2022	22.9725	0.0	0.141	36.805
19	1	4	2022	18.9175	0.0	0.0	54.17
20	1	4	2022	16.06	0.0	0.0	63.01
21	1	4	2022	14.3775	0.0	0.0	69.33
22	1	4	2022	13.16	0.0	0.0	85.9
23	1	4	2022	12.725	0.0	0.0	86.425
0	2	4	2022	11.6425	0.0	0.0	90.875
1	2	4	2022	10.685	0.0	0.0	92.75
2	2	4	2022	9.815	0.0	0.0	96.375
3	2	4	2022	9.4425	0.0	0.0	98.225
4	2	4	2022	8.995	0.0	0.0	99.875
5	2	4	2022	8.715	0.0	0.0	97.2
6	2	4	2022	8.7625	0.0	0.0	91.9
7	2	4	2022	10.1975	0.0	0.0818	85.95
8	2	4	2022	12.095	0.0	0.1322	76.2725
9	2	4	2022	12.915	0.0	0.0708	73.605
10	2	4	2022	13.7725	0.0	0.1286	71.51
11	2	4	2022	15.625	0.0	0.2696	64.4075
12	2	4	2022	16.9025	0.0	0.2245	60.04
13	2	4	2022	17.72	0.0	0.14	57.245
14	2	4	2022	17.825	0.0	0.1096	57.52
15	2	4	2022	18.1875	0.0	0.1934	57.6575
16	2	4	2022	18.465	0.0	0.1442	58.05
17	2	4	2022	18.9575	0.0	0.1125	57.835
18	2	4	2022	18.425	0.0	0.0415	64.945
19	2	4	2022	15.91	0.0	0.0	79.3525
20	2	4	2022	13.345	0.0	0.0	92.9
21	2	4	2022	11.92	0.0	0.0	97.225
22	2	4	2022	11.515	0.0	0.0	99.6
23	2	4	2022	11.2425	0.0	0.0	100.0
0	3	4	2022	10.36	0.0	0.0	99.8
1	3	4	2022	9.6875	0.0	0.0	100.0
2	3	4	2022	9.43	0.0	0.0	100.0
3	3	4	2022	8.875	0.0	0.0	100.0
4	3	4	2022	8.48	0.0	0.0	100.0
5	3	4	2022	8.0892	0.0	0.0	100.0
6	3	4	2022	7.702	0.0	0.0	100.0
7	3	4	2022	9.1188	0.0	0.0755	99.475
8	3	4	2022	13.185	0.0	0.1968	85.2975
9	3	4	2022	16.61	0.0	0.4148	58.785
10	3	4	2022	19.4475	0.0	0.6151	45.91
11	3	4	2022	21.0925	0.0	0.7293	40.01
12	3	4	2022	22.065	0.0	0.8202	35.64
13	3	4	2022	22.8825	0.0	0.8405	33.23
14	3	4	2022	23.905	0.0	0.8129	29.83
15	3	4	2022	24.515	0.0	0.7377	27.3325
16	3	4	2022	24.605	0.0	0.6661	25.345
17	3	4	2022	24.39	0.0	0.4231	27.0825
18	3	4	2022	23.56	0.0	0.0767	31.925
19	3	4	2022	19.5825	0.0	0.0	47.23
20	3	4	2022	15.9125	0.0	0.0	69.1325
21	3	4	2022	14.1625	0.0	0.0	79.22
22	3	4	2022	12.9825	0.0	0.0	78.495
23	3	4	2022	11.785	0.0	0.0	84.675
0	4	4	2022	11.145	0.0	0.0	91.575
1	4	4	2022	10.3475	0.0	0.0	95.225
2	4	4	2022	9.945	0.0	0.0	98.5
3	4	4	2022	9.2025	0.0	0.0	99.6
4	4	4	2022	9.2475	0.0	0.0	97.05
5	4	4	2022	9.2925	0.0	0.0	92.525
6	4	4	2022	8.3075	0.0	0.0	95.95
7	4	4	2022	10.145	0.0	0.0839	87.23
8	4	4	2022	14.51	0.0	0.2338	63.105
9	4	4	2022	18.9075	0.0	0.4667	39.8775
10	4	4	2022	21.815	0.0	0.6173	34.6475
11	4	4	2022	23.505	0.0	0.715	34.4625
12	4	4	2022	24.47	0.0	0.8062	30.3075
13	4	4	2022	25.265	0.0	0.7865	29.9825
14	4	4	2022	26.0575	0.0	0.755	28.8325
15	4	4	2022	26.3975	0.0	0.6561	27.1475
16	4	4	2022	26.915	0.0	0.4596	27.395
17	4	4	2022	26.805	0.0	0.2932	26.84
18	4	4	2022	25.0375	0.0	0.0575	35.755
19	4	4	2022	21.015	0.0	0.0	46.8575
20	4	4	2022	17.8075	0.0	0.0	60.9075
21	4	4	2022	16.8575	0.0	0.0	68.9325
22	4	4	2022	15.13	0.0	0.0	77.27
23	4	4	2022	14.3425	0.0	0.0	84.575
0	5	4	2022	13.775	0.0	0.0	86.65
1	5	4	2022	12.9	0.0	0.0	91.575
2	5	4	2022	13.0325	0.0	0.0	95.45
3	5	4	2022	14.6125	0.0	0.0	91.1
4	5	4	2022	15.5625	0.0	0.0	87.35
5	5	4	2022	16.845	0.0	0.0	84.175
6	5	4	2022	17.8575	0.0	0.0	82.0
7	5	4	2022	18.52	0.0	0.0569	84.0
8	5	4	2022	19.77	0.0	0.1279	84.675
9	5	4	2022	20.725	0.0	0.165	86.075
10	5	4	2022	21.83	0.0	0.1602	85.025
11	5	4	2022	22.895	0.0	0.244	81.19
12	5	4	2022	24.2125	0.0	0.3869	73.68
13	5	4	2022	25.795	0.0	0.4019	65.8375
14	5	4	2022	26.3725	0.0	0.3024	63.5425
15	5	4	2022	19.8125	24.134	0.0806	90.9675
16	5	4	2022	17.195	7.366	0.0076	100.0
17	5	4	2022	16.8675	3.556	0.0075	100.0
18	5	4	2022	16.8125	1.778	0.0024	100.0
19	5	4	2022	17.0075	1.778	0.0	100.0
20	5	4	2022	17.04	0.0	0.0	100.0
21	5	4	2022	16.885	0.0	0.0	100.0
22	5	4	2022	16.6175	0.254	0.0	100.0
23	5	4	2022	16.5175	0.0	0.0	100.0
0	6	4	2022	16.8525	0.0	0.0	100.0
1	6	4	2022	17.41	0.0	0.0	100.0
2	6	4	2022	18.0575	0.0	0.0	100.0
3	6	4	2022	18.8675	0.0	0.0	100.0
4	6	4	2022	19.675	0.0	0.0	100.0
5	6	4	2022	20.41	0.0	0.0	100.0
6	6	4	2022	21.0125	0.0	0.0	100.0
7	6	4	2022	21.4475	0.0	0.0204	100.0
8	6	4	2022	22.2675	0.0	0.073	98.425
9	6	4	2022	23.41	0.0	0.1608	94.575
10	6	4	2022	25.1325	0.0	0.3999	87.0
11	6	4	2022	25.8	0.0	0.3992	83.475
12	6	4	2022	26.7	0.0	0.4779	79.275
13	6	4	2022	27.2025	0.0	0.4664	76.03
14	6	4	2022	26.475	0.0	0.2871	78.7825
15	6	4	2022	26.445	0.0	0.4648	78.8275
16	6	4	2022	25.8225	0.0	0.3907	65.5175
17	6	4	2022	24.7925	0.508	0.2128	69.735
18	6	4	2022	22.64	0.762	0.021	83.055
19	6	4	2022	21.5575	0.0	0.0	90.425
20	6	4	2022	21.37	1.27	0.0	95.8
21	6	4	2022	21.74	11.68	0.0	99.225
22	6	4	2022	21.8675	0.0	0.0	100.0
23	6	4	2022	22.3975	0.0	0.0	100.0
0	7	4	2022	22.6625	0.508	0.0	100.0
1	7	4	2022	22.9725	0.0	0.0	99.05
2	7	4	2022	23.22	0.0	0.0	96.6
3	7	4	2022	23.2375	0.0	0.0008	94.7
4	7	4	2022	23.0475	0.0	0.0037	92.6
5	7	4	2022	21.105	0.0	0.0036	91.55
6	7	4	2022	19.6425	0.0	0.0056	89.45
7	7	4	2022	18.05	0.0	0.0954	83.7475
8	7	4	2022	17.02	0.0	0.1945	73.2625
9	7	4	2022	17.7325	0.0	0.3707	65.0525
10	7	4	2022	19.3325	0.0	0.6116	50.425
11	7	4	2022	20.55	0.0	0.7569	42.345
12	7	4	2022	21.2125	0.0	0.8405	39.5975
13	7	4	2022	21.8125	0.0	0.8807	37.1625
14	7	4	2022	22.3525	0.0	0.8297	35.925
15	7	4	2022	22.93	0.0	0.7892	32.925
16	7	4	2022	23.195	0.0	0.6713	30.655
17	7	4	2022	22.89	0.0	0.5881	27.81
18	7	4	2022	21.925	0.0	0.3535	29.535
19	7	4	2022	19.9575	0.0	0.1064	30.6725
20	7	4	2022	18.28	0.0	0.0713	33.3875
21	7	4	2022	16.9825	0.0	0.0363	37.2275
22	7	4	2022	15.9425	0.0	0.057	39.9325
23	7	4	2022	15.205	0.0	0.0634	41.38
0	8	4	2022	14.4875	0.0	0.0678	43.2125
1	8	4	2022	13.79	0.0	0.0575	44.04
2	8	4	2022	12.1125	0.0	0.0024	56.2
3	8	4	2022	10.9425	0.0	0.0073	62.15
4	8	4	2022	10.3775	0.0	0.0131	62.87
5	8	4	2022	9.905	0.0	0.0118	65.4
6	8	4	2022	9.2575	0.0	0.0063	70.255
7	8	4	2022	10.4575	0.0	0.1526	65.8675
8	8	4	2022	12.655	0.0	0.3143	57.175
9	8	4	2022	14.6775	0.0	0.4902	47.28
10	8	4	2022	16.24	0.0	0.6891	34.2125
11	8	4	2022	17.1125	0.0	0.8008	29.855
12	8	4	2022	17.995	0.0	0.8694	28.13
13	8	4	2022	18.71	0.0	0.9041	26.9125
14	8	4	2022	19.3075	0.0	0.9107	25.565
15	8	4	2022	19.885	0.0	0.8355	24.7675
16	8	4	2022	19.75	0.0	0.693	24.545
17	8	4	2022	19.6625	0.0	0.5698	24.8925
18	8	4	2022	19.1125	0.0	0.3973	26.5525
19	8	4	2022	17.755	0.0	0.0851	35.485
20	8	4	2022	16.7525	0.0	0.0783	36.055
21	8	4	2022	15.165	0.0	0.0942	38.2925
22	8	4	2022	13.1375	0.0	0.0779	43.685
23	8	4	2022	12.325	0.0	0.0705	41.8925
0	9	4	2022	11.36	0.0	0.0554	43.225
1	9	4	2022	10.22	0.0	0.0497	46.745
2	9	4	2022	9.265	0.0	0.0255	50.9675
3	9	4	2022	8.2775	0.0	0.0025	57.6125
4	9	4	2022	7.453	0.0	0.0018	63.675
5	9	4	2022	7.091	0.0	0.0099	64.695
6	9	4	2022	6.6232	0.0	0.0097	67.03
7	9	4	2022	7.4715	0.0	0.1374	65.2975
8	9	4	2022	9.275	0.0	0.2951	55.4675
9	9	4	2022	10.28	0.0	0.4609	44.63
10	9	4	2022	11.4625	0.0	0.5793	38.5725
11	9	4	2022	12.52	0.0	0.6817	33.445
12	9	4	2022	13.42	0.0	0.7328	30.4025
13	9	4	2022	14.39	0.0	0.7675	28.2825
14	9	4	2022	15.165	0.0	0.7722	26.84
15	9	4	2022	15.8775	0.0	0.7119	26.3425
16	9	4	2022	16.3975	0.0	0.6343	25.4325
17	9	4	2022	16.455	0.0	0.5137	25.88
18	9	4	2022	16.0225	0.0	0.2804	28.4375
19	9	4	2022	14.14	0.0	0.0255	36.515
20	9	4	2022	10.5725	0.0	0.0	57.2175
21	9	4	2022	8.655	0.0	0.0	69.2525
22	9	4	2022	7.5052	0.0	0.0	78.125
23	9	4	2022	6.7118	0.0	0.0	83.4775
0	10	4	2022	6.08	0.0	0.0	90.575
1	10	4	2022	5.6368	0.0	0.0	91.375
2	10	4	2022	5.2395	0.0	0.0	91.775
3	10	4	2022	4.9752	0.0	0.0	95.025
4	10	4	2022	4.6762	0.0	0.0	97.475
5	10	4	2022	4.5105	0.0	0.0	98.925
